seed_id,city,task_id,n_pool,req_level,req_kw,total_nominal,total_routine,total_stress,util_routine,util_stress,feas_routine,feas_stress
1,City-A,T4,800,10x,1400.0,302352.786,106780.24166473594,69016.51629016928,0.013111039815733519,0.020284999522634788,True,True
1,City-A,T5,800,1x,160.0,302352.786,91960.85151250954,60639.8804705252,0.0017398707968491898,0.0026385276283281936,True,True
1,City-A,T5,800,5x,800.0,302352.786,91960.85151250954,60639.8804705252,0.008699353984245949,0.01319263814164097,True,True
1,City-A,T5,800,10x,1600.0,302352.786,91960.85151250954,60639.8804705252,0.017398707968491897,0.02638527628328194,True,True
1,City-B,T1,500,1x,180.0,193349.859,80401.6483336924,53590.56532601387,0.002238760071845079,0.0033588001713545017,True,True
1,City-B,T1,500,5x,900.0,193349.859,80401.6483336924,53590.56532601387,0.011193800359225396,0.016794000856772507,True,True
1,City-B,T1,500,10x,1800.0,193349.859,80401.6483336924,53590.56532601387,0.022387600718450792,0.033588001713545014,True,True
1,City-B,T2,500,1x,260.0,193349.859,78968.5666190155,53755.28883019845,0.00329244927610719,0.004836733383040408,True,True
1,City-B,T2,500,5x,1300.0,193349.859,78968.5666190155,53755.28883019845,0.01646224638053595,0.02418366691520204,True,True
1,City-B,T2,500,10x,2600.0,193349.859,78968.5666190155,53755.28883019845,0.0329244927610719,0.04836733383040408,True,True
1,City-B,T3,500,1x,200.0,193349.859,72044.92248063807,47725.77260247946,0.002776045738042811,0.004190607906253351,True,True
1,City-B,T3,500,5x,1000.0,193349.859,72044.92248063807,47725.77260247946,0.013880228690214054,0.020953039531266756,True,True
1,City-B,T3,500,10x,2000.0,193349.859,72044.92248063807,47725.77260247946,0.027760457380428108,0.04190607906253351,True,True
1,City-B,T4,500,1x,140.0,193349.859,83192.06427274278,54774.23648178941,0.0016828528204446767,0.002555946170907289,True,True
1,City-B,T4,500,5x,700.0,193349.859,83192.06427274278,54774.23648178941,0.008414264102223384,0.012779730854536446,True,True
1,City-B,T4,500,10x,1400.0,193349.859,83192.06427274278,54774.23648178941,0.016828528204446767,0.025559461709072893,True,True
1,City-B,T5,500,1x,160.0,193349.859,71845.82118215783,46818.48333763765,0.0022269910395252652,0.003417453718996811,True,True
1,City-B,T5,500,5x,800.0,193349.859,71845.82118215783,46818.48333763765,0.011134955197626327,0.017087268594984054,True,True
1,City-B,T5,500,10x,1600.0,193349.859,71845.82118215783,46818.48333763765,0.022269910395252654,0.03417453718996811,True,True
1,City-C,T1,650,1x,180.0,261170.592,88502.30831477235,58831.7840920866,0.0020338452570050685,0.003059570651779904,True,True
1,City-C,T1,650,5x,900.0,261170.592,88502.30831477235,58831.7840920866,0.010169226285025344,0.015297853258899522,True,True
1,City-C,T1,650,10x,1800.0,261170.592,88502.30831477235,58831.7840920866,0.020338452570050687,0.030595706517799044,True,True
1,City-C,T2,650,1x,260.0,261170.592,90546.91620987614,60169.95705181404,0.00287143959046991,0.004321093328620905,True,True
1,City-C,T2,650,5x,1300.0,261170.592,90546.91620987614,60169.95705181404,0.014357197952349549,0.021605466643104525,True,True
1,City-C,T2,650,10x,2600.0,261170.592,90546.91620987614,60169.95705181404,0.028714395904699097,0.04321093328620905,True,True
1,City-C,T3,650,1x,200.0,261170.592,80491.41710435363,50708.86449004484,0.0024847369719023416,0.003944083584030244,True,True
1,City-C,T3,650,5x,1000.0,261170.592,80491.41710435363,50708.86449004484,0.01242368485951171,0.019720417920151216,True,True
1,City-C,T3,650,10x,2000.0,261170.592,80491.41710435363,50708.86449004484,0.02484736971902342,0.03944083584030243,True,True
1,City-C,T4,650,1x,140.0,261170.592,89962.7130821765,59118.356701959536,0.001556200287913915,0.0023681307771425174,True,True
1,City-C,T4,650,5x,700.0,261170.592,89962.7130821765,59118.356701959536,0.007781001439569575,0.011840653885712588,True,True
1,City-C,T4,650,10x,1400.0,261170.592,89962.7130821765,59118.356701959536,0.01556200287913915,0.023681307771425176,True,True
1,City-C,T5,650,1x,160.0,261170.592,79882.90566365593,52467.337514902116,0.0020029316494028673,0.003049516281525735,True,True
1,City-C,T5,650,5x,800.0,261170.592,79882.90566365593,52467.337514902116,0.010014658247014335,0.015247581407628675,True,True
1,City-C,T5,650,10x,1600.0,261170.592,79882.90566365593,52467.337514902116,0.02002931649402867,0.03049516281525735,True,True
2,City-A,T1,800,1x,180.0,302352.786,105981.14941005706,70183.27741347437,0.0016984152465034405,0.002564713513442194,True,True
2,City-A,T1,800,5x,900.0,302352.786,105981.14941005706,70183.27741347437,0.008492076232517201,0.012823567567210968,True,True
2,City-A,T1,800,10x,1800.0,302352.786,105981.14941005706,70183.27741347437,0.016984152465034402,0.025647135134421937,True,True
2,City-A,T2,800,1x,260.0,302352.786,105066.21088911634,68560.88800319974,0.0024746300242462923,0.0037922495984571525,True,True
2,City-A,T2,800,5x,1300.0,302352.786,105066.21088911634,68560.88800319974,0.01237315012123146,0.01896124799228576,True,True
2,City-A,T2,800,10x,2600.0,302352.786,105066.21088911634,68560.88800319974,0.02474630024246292,0.03792249598457152,True,True
2,City-A,T3,800,1x,200.0,302352.786,93753.33030181623,61453.73214142606,0.0021332575531572934,0.003254480940876489,True,True
2,City-A,T3,800,5x,1000.0,302352.786,93753.33030181623,61453.73214142606,0.010666287765786465,0.016272404704382445,True,True
2,City-A,T3,800,10x,2000.0,302352.786,93753.33030181623,61453.73214142606,0.02133257553157293,0.03254480940876489,True,True
2,City-A,T4,800,1x,140.0,302352.786,106589.95653069821,69355.67235754924,0.0013134445735483492,0.00201858038774764,True,True
2,City-A,T4,800,5x,700.0,302352.786,106589.95653069821,69355.67235754924,0.006567222867741747,0.0100929019387382,True,True
2,City-A,T4,800,10x,1400.0,302352.786,106589.95653069821,69355.67235754924,0.013134445735483493,0.0201858038774764,True,True
2,City-A,T5,800,1x,160.0,302352.786,94574.83427154936,61378.224716462864,0.0016917819759598805,0.00260678767981839,True,True
2,City-A,T5,800,5x,800.0,302352.786,94574.83427154936,61378.224716462864,0.008458909879799402,0.01303393839909195,True,True
2,City-A,T5,800,10x,1600.0,302352.786,94574.83427154936,61378.224716462864,0.016917819759598805,0.0260678767981839,True,True
2,City-B,T1,500,1x,180.0,193349.859,81313.18979087948,53279.84788211211,0.002213663004279163,0.003378388023897347,True,True
2,City-B,T1,500,5x,900.0,193349.859,81313.18979087948,53279.84788211211,0.011068315021395813,0.016891940119486738,True,True
2,City-B,T1,500,10x,1800.0,193349.859,81313.18979087948,53279.84788211211,0.022136630042791625,0.033783880238973475,True,True
2,City-B,T2,500,1x,260.0,193349.859,81497.65388248421,53395.83813133359,0.003190275886651998,0.004869293358791339,True,True
2,City-B,T2,500,5x,1300.0,193349.859,81497.65388248421,53395.83813133359,0.015951379433259992,0.024346466793956696,True,True
2,City-B,T2,500,10x,2600.0,193349.859,81497.65388248421,53395.83813133359,0.031902758866519984,0.04869293358791339,True,True
2,City-B,T3,500,1x,200.0,193349.859,74516.89415691841,46408.093932963806,0.0026839551253818768,0.0043095930698834285,True,True
2,City-B,T3,500,5x,1000.0,193349.859,74516.89415691841,46408.093932963806,0.013419775626909384,0.021547965349417143,True,True
2,City-B,T3,500,10x,2000.0,193349.859,74516.89415691841,46408.093932963806,0.026839551253818768,0.04309593069883429,True,True
2,City-B,T4,500,1x,140.0,193349.859,81009.44240593503,54395.074624272806,0.0017281936011664626,0.002573762440203135,True,True
2,City-B,T4,500,5x,700.0,193349.859,81009.44240593503,54395.074624272806,0.008640968005832313,0.012868812201015675,True,True
2,City-B,T4,500,10x,1400.0,193349.859,81009.44240593503,54395.074624272806,0.017281936011664625,0.02573762440203135,True,True
2,City-B,T5,500,1x,160.0,193349.859,72227.74824537885,47754.32615033635,0.0022152151200454575,0.003350481786640666,True,True
2,City-B,T5,500,5x,800.0,193349.859,72227.74824537885,47754.32615033635,0.011076075600227287,0.01675240893320333,True,True
2,City-B,T5,500,10x,1600.0,193349.859,72227.74824537885,47754.32615033635,0.022152151200454575,0.03350481786640666,True,True
2,City-C,T1,650,1x,180.0,261170.592,88787.1934233763,59103.299384378595,0.002027319403392796,0.0030455152567603564,True,True
2,City-C,T1,650,5x,900.0,261170.592,88787.1934233763,59103.299384378595,0.010136597016963978,0.015227576283801782,True,True
2,City-C,T1,650,10x,1800.0,261170.592,88787.1934233763,59103.299384378595,0.020273194033927956,0.030455152567603564,True,True
2,City-C,T2,650,1x,260.0,261170.592,89884.17966965819,59575.30833967413,0.002892611368936675,0.004364224160076285,True,True
2,City-C,T2,650,5x,1300.0,261170.592,89884.17966965819,59575.30833967413,0.014463056844683374,0.021821120800381424,True,True
2,City-C,T2,650,10x,2600.0,261170.592,89884.17966965819,59575.30833967413,0.028926113689366748,0.04364224160076285,True,True
2,City-C,T3,650,1x,200.0,261170.592,80745.2778865211,52681.65658869264,0.0024769250318399886,0.003796387831185383,True,True
2,City-C,T3,650,5x,1000.0,261170.592,80745.2778865211,52681.65658869264,0.012384625159199943,0.018981939155926917,True,True
2,City-C,T3,650,10x,2000.0,261170.592,80745.2778865211,52681.65658869264,0.024769250318399886,0.037963878311853834,True,True
2,City-C,T4,650,1x,140.0,261170.592,89199.98369202798,59314.266290783205,0.0015695070134022025,0.002360309058088349,True,True
2,City-C,T4,650,5x,700.0,261170.592,89199.98369202798,59314.266290783205,0.007847535067011012,0.011801545290441744,True,True
2,City-C,T4,650,10x,1400.0,261170.592,89199.98369202798,59314.266290783205,0.015695070134022025,0.023603090580883487,True,True
2,City-C,T5,650,1x,160.0,261170.592,78124.86704459687,52398.0335497391,0.002048003485352051,0.0030535497071301197,True,True
2,City-C,T5,650,5x,800.0,261170.592,78124.86704459687,52398.0335497391,0.010240017426760256,0.015267748535650598,True,True
2,City-C,T5,650,10x,1600.0,261170.592,78124.86704459687,52398.0335497391,0.020480034853520512,0.030535497071301196,True,True
3,City-A,T1,800,1x,180.0,302352.786,106019.4685150056,70281.26150798504,0.0016978013804561137,0.00256113786431607,True,True
3,City-A,T1,800,5x,900.0,302352.786,106019.4685150056,70281.26150798504,0.008489006902280568,0.01280568932158035,True,True
3,City-A,T1,800,10x,1800.0,302352.786,106019.4685150056,70281.26150798504,0.016978013804561137,0.0256113786431607,True,True
3,City-A,T2,800,1x,260.0,302352.786,102851.98860016192,68595.7491159287,0.002527904453172534,0.0037903223355807785,True,True
3,City-A,T2,800,5x,1300.0,302352.786,102851.98860016192,68595.7491159287,0.012639522265862669,0.018951611677903893,True,True
3,City-A,T2,800,10x,2600.0,302352.786,102851.98860016192,68595.7491159287,0.025279044531725338,0.037903223355807786,True,True
3,City-A,T3,800,1x,200.0,302352.786,92544.86364387129,60672.08356131651,0.002161113995149798,0.003296408962086751,True,True
3,City-A,T3,800,5x,1000.0,302352.786,92544.86364387129,60672.08356131651,0.010805569975748991,0.016482044810433756,True,True
3,City-A,T3,800,10x,2000.0,302352.786,92544.86364387129,60672.08356131651,0.021611139951497983,0.03296408962086751,True,True
3,City-A,T4,800,1x,140.0,302352.786,107631.09260357855,69587.87945977748,0.0013007393738502775,0.002011844606946551,True,True
3,City-A,T4,800,5x,700.0,302352.786,107631.09260357855,69587.87945977748,0.006503696869251388,0.010059223034732756,True,True
3,City-A,T4,800,10x,1400.0,302352.786,107631.09260357855,69587.87945977748,0.013007393738502775,0.02011844606946551,True,True
3,City-A,T5,800,1x,160.0,302352.786,93105.42269152374,59493.59020979938,0.0017184820752074875,0.0026893653490363046,True,True
3,City-A,T5,800,5x,800.0,302352.786,93105.42269152374,59493.59020979938,0.008592410376037437,0.013446826745181524,True,True
3,City-A,T5,800,10x,1600.0,302352.786,93105.42269152374,59493.59020979938,0.017184820752074875,0.02689365349036305,True,True
3,City-B,T1,500,1x,180.0,193349.859,81329.24173070834,53317.113757268016,0.0022132260939552754,0.003376026707287076,True,True
3,City-B,T1,500,5x,900.0,193349.859,81329.24173070834,53317.113757268016,0.011066130469776378,0.01688013353643538,True,True
3,City-B,T1,500,10x,1800.0,193349.859,81329.24173070834,53317.113757268016,0.022132260939552756,0.03376026707287076,True,True
3,City-B,T2,500,1x,260.0,193349.859,80588.89446748496,53628.62879265249,0.0032262509830669247,0.0048481567747192126,True,True
3,City-B,T2,500,5x,1300.0,193349.859,80588.89446748496,53628.62879265249,0.01613125491533462,0.024240783873596065,True,True
3,City-B,T2,500,10x,2600.0,193349.859,80588.89446748496,53628.62879265249,0.03226250983066924,0.04848156774719213,True,True
3,City-B,T3,500,1x,200.0,193349.859,72128.20215801065,48156.00799963179,0.002772840498115587,0.0041531681779255715,True,True
3,City-B,T3,500,5x,1000.0,193349.859,72128.20215801065,48156.00799963179,0.013864202490577933,0.020765840889627858,True,True
3,City-B,T3,500,10x,2000.0,193349.859,72128.20215801065,48156.00799963179,0.027728404981155867,0.041531681779255716,True,True
3,City-B,T4,500,1x,140.0,193349.859,82785.6904456203,54164.235021508306,0.001691113515468742,0.0025847314181471743,True,True
3,City-B,T4,500,5x,700.0,193349.859,82785.6904456203,54164.235021508306,0.00845556757734371,0.01292365709073587,True,True
3,City-B,T4,500,10x,1400.0,193349.859,82785.6904456203,54164.235021508306,0.01691113515468742,0.02584731418147174,True,True
3,City-B,T5,500,1x,160.0,193349.859,72573.21981879108,48018.72273615451,0.0022046699925882558,0.003332033650273083,True,True
3,City-B,T5,500,5x,800.0,193349.859,72573.21981879108,48018.72273615451,0.011023349962941279,0.016660168251365418,True,True
3,City-B,T5,500,10x,1600.0,193349.859,72573.21981879108,48018.72273615451,0.022046699925882558,0.033320336502730835,True,True
3,City-C,T1,650,1x,180.0,261170.592,89620.94453237495,57178.20284286281,0.00200845908218448,0.00314805277274412,True,True
3,City-C,T1,650,5x,900.0,261170.592,89620.94453237495,57178.20284286281,0.0100422954109224,0.0157402638637206,True,True
3,City-C,T1,650,10x,1800.0,261170.592,89620.94453237495,57178.20284286281,0.0200845908218448,0.0314805277274412,True,True
3,City-C,T2,650,1x,260.0,261170.592,90137.30665714186,59612.91360019255,0.002884488228486461,0.004361471102448517,True,True
3,City-C,T2,650,5x,1300.0,261170.592,90137.30665714186,59612.91360019255,0.014422441142432305,0.021807355512242586,True,True
3,City-C,T2,650,10x,2600.0,261170.592,90137.30665714186,59612.91360019255,0.02884488228486461,0.04361471102448517,True,True
3,City-C,T3,650,1x,200.0,261170.592,78461.09712975481,52159.392147094135,0.0025490339456922272,0.0038344005128737348,True,True
3,City-C,T3,650,5x,1000.0,261170.592,78461.09712975481,52159.392147094135,0.012745169728461138,0.019172002564368674,True,True
3,City-C,T3,650,10x,2000.0,261170.592,78461.09712975481,52159.392147094135,0.025490339456922275,0.03834400512873735,True,True
3,City-C,T4,650,1x,140.0,261170.592,89101.96453635514,59355.75844841331,0.001571233594326392,0.002358659103339997,True,True
3,City-C,T4,650,5x,700.0,261170.592,89101.96453635514,59355.75844841331,0.00785616797163196,0.011793295516699985,True,True
3,City-C,T4,650,10x,1400.0,261170.592,89101.96453635514,59355.75844841331,0.01571233594326392,0.02358659103339997,True,True
3,City-C,T5,650,1x,160.0,261170.592,79421.54891353911,52425.087211216734,0.0020145666030031875,0.0030519739405558263,True,True
3,City-C,T5,650,5x,800.0,261170.592,79421.54891353911,52425.087211216734,0.010072833015015938,0.015259869702779132,True,True
3,City-C,T5,650,10x,1600.0,261170.592,79421.54891353911,52425.087211216734,0.020145666030031876,0.030519739405558265,True,True
4,City-A,T1,800,1x,180.0,302352.786,107482.22371894361,69522.41925622309,0.0016746955335673356,0.0025890928699793176,True,True
4,City-A,T1,800,5x,900.0,302352.786,107482.22371894361,69522.41925622309,0.008373477667836677,0.012945464349896588,True,True
4,City-A,T1,800,10x,1800.0,302352.786,107482.22371894361,69522.41925622309,0.016746955335673355,0.025890928699793175,True,True
4,City-A,T2,800,1x,260.0,302352.786,104295.83696409859,68599.62420522816,0.0024929087063129754,0.003790108225989155,True,True
4,City-A,T2,800,5x,1300.0,302352.786,104295.83696409859,68599.62420522816,0.012464543531564875,0.018950541129945774,True,True
4,City-A,T2,800,10x,2600.0,302352.786,104295.83696409859,68599.62420522816,0.02492908706312975,0.03790108225989155,True,True
4,City-A,T3,800,1x,200.0,302352.786,93205.26333271802,61196.517603803535,0.0021458015657984156,0.0032681598207079912,True,True
4,City-A,T3,800,5x,1000.0,302352.786,93205.26333271802,61196.517603803535,0.010729007828992079,0.016340799103539957,True,True
4,City-A,T3,800,10x,2000.0,302352.786,93205.26333271802,61196.517603803535,0.021458015657984157,0.032681598207079915,True,True
4,City-A,T4,800,1x,140.0,302352.786,105906.30395469876,68538.36526220682,0.0013219231978852247,0.0020426515786363276,True,True
4,City-A,T4,800,5x,700.0,302352.786,105906.30395469876,68538.36526220682,0.006609615989426124,0.010213257893181638,True,True
4,City-A,T4,800,10x,1400.0,302352.786,105906.30395469876,68538.36526220682,0.013219231978852247,0.020426515786363276,True,True
4,City-A,T5,800,1x,160.0,302352.786,92029.16168860407,61254.76885948608,0.0017385793488088757,0.0026120415271997546,True,True
4,City-A,T5,800,5x,800.0,302352.786,92029.16168860407,61254.76885948608,0.008692896744044378,0.013060207635998774,True,True
4,City-A,T5,800,10x,1600.0,302352.786,92029.16168860407,61254.76885948608,0.017385793488088757,0.026120415271997547,True,True
4,City-B,T1,500,1x,180.0,193349.859,81033.51577234265,53470.17651380568,0.002221303102603816,0.0033663625545265422,True,True
4,City-B,T1,500,5x,900.0,193349.859,81033.51577234265,53470.17651380568,0.011106515513019081,0.01683181277263271,True,True
4,City-B,T1,500,10x,1800.0,193349.859,81033.51577234265,53470.17651380568,0.022213031026038162,0.03366362554526542,True,True
4,City-B,T2,501,1x,260.0,193851.6483642981,80532.66949069695,54103.48275129036,0.0032285034340012154,0.004805605605746315,True,True
4,City-B,T2,501,5x,1300.0,193851.6483642981,80532.66949069695,54103.48275129036,0.016142517170006077,0.024028028028731576,True,True
4,City-B,T2,501,10x,2600.0,193851.6483642981,80532.66949069695,54103.48275129036,0.032285034340012154,0.04805605605746315,True,True
4,City-B,T3,500,1x,200.0,193349.859,73537.32846233831,47799.14127548902,0.002719707177048576,0.004184175586906584,True,True
4,City-B,T3,500,5x,1000.0,193349.859,73537.32846233831,47799.14127548902,0.01359853588524288,0.02092087793453292,True,True
4,City-B,T3,500,10x,2000.0,193349.859,73537.32846233831,47799.14127548902,0.02719707177048576,0.04184175586906584,True,True
4,City-B,T4,500,1x,140.0,193349.859,80573.63257950518,55505.868114239915,0.0017375411225484525,0.0025222558399025075,True,True
4,City-B,T4,500,5x,700.0,193349.859,80573.63257950518,55505.868114239915,0.008687705612742262,0.012611279199512536,True,True
4,City-B,T4,500,10x,1400.0,193349.859,80573.63257950518,55505.868114239915,0.017375411225484524,0.025222558399025072,True,True
4,City-B,T5,500,1x,160.0,193349.859,73729.80762869325,47765.26027492903,0.0021700856837409297,0.003349714815308577,True,True
4,City-B,T5,500,5x,800.0,193349.859,73729.80762869325,47765.26027492903,0.010850428418704648,0.016748574076542885,True,True
4,City-B,T5,500,10x,1600.0,193349.859,73729.80762869325,47765.26027492903,0.021700856837409296,0.03349714815308577,True,True
4,City-C,T1,650,1x,180.0,261170.592,88949.06595279952,57347.948461256885,0.002023630018729104,0.0031387347730774426,True,True
4,City-C,T1,650,5x,900.0,261170.592,88949.06595279952,57347.948461256885,0.010118150093645521,0.01569367386538721,True,True
4,City-C,T1,650,10x,1800.0,261170.592,88949.06595279952,57347.948461256885,0.020236300187291043,0.03138734773077442,True,True
4,City-C,T2,650,1x,260.0,261170.592,91405.29075535605,59310.60460102954,0.0028444742952121165,0.0043837017300526184,True,True
4,City-C,T2,650,5x,1300.0,261170.592,91405.29075535605,59310.60460102954,0.014222371476060583,0.021918508650263093,True,True
4,City-C,T2,650,10x,2600.0,261170.592,91405.29075535605,59310.60460102954,0.028444742952121165,0.043837017300526186,True,True
4,City-C,T3,650,1x,200.0,261170.592,78626.19263033514,52156.59096685807,0.002543681606717366,0.0038346064474782536,True,True
4,City-C,T3,650,5x,1000.0,261170.592,78626.19263033514,52156.59096685807,0.01271840803358683,0.01917303223739127,True,True
4,City-C,T3,650,10x,2000.0,261170.592,78626.19263033514,52156.59096685807,0.02543681606717366,0.03834606447478254,True,True
4,City-C,T4,650,1x,140.0,261170.592,90949.13344671254,59304.59153068697,0.0015393219780595992,0.002360694111307679,True,True
4,City-C,T4,650,5x,700.0,261170.592,90949.13344671254,59304.59153068697,0.007696609890297996,0.011803470556538395,True,True
4,City-C,T4,650,10x,1400.0,261170.592,90949.13344671254,59304.59153068697,0.015393219780595992,0.02360694111307679,True,True
4,City-C,T5,650,1x,160.0,261170.592,80797.40193242038,51998.41223881681,0.001980261693733981,0.003077017030157702,True,True
4,City-C,T5,650,5x,800.0,261170.592,80797.40193242038,51998.41223881681,0.009901308468669904,0.01538508515078851,True,True
